Entity ID,Entity Name,Plant ID,Plant Name,Sector,Plant State,Generator ID,Unit Code,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Technology,Energy Source Code,Prime Mover Code,Retirement Month,Retirement Year,Operating Month,Operating Year,County,Latitude,Longitude,Balancing Authority Code
55768,RC Cape May Holdings LLC,2378,B L England,IPP Non-CHP,NJ,1,,136.0,113.0,113.0,Conventional Steam Coal,BIT,ST,5,2014,10,1962,Cape May,39.290800,-74.636400,PJM
58793,Missouri University of Science and Technology,58923,Missouri S&T - Power Plant,IPP Non-CHP,MO,500K,,0.5,0.2,0.5,Conventional Steam Coal,BIT,ST,5,2014,1,1951,Phelps,37.953889,-91.774440,MISO
56155,Lansing Board of Water and Light,1831,Eckert Station,Electric Utility,MI,2,,44.0,31.6,33.7,Conventional Steam Coal,SUB,ST,3,2014,6,1958,Ingham,42.718390,-84.558080,MISO
14165,NRG Power Midwest LP,3098,Elrama Power Plant,IPP Non-CHP,PA,1,,100.0,93.0,93.0,Conventional Steam Coal,BIT,ST,3,2014,4,1952,Washington,40.251829,-79.918020,PJM
14165,NRG Power Midwest LP,3098,Elrama Power Plant,IPP Non-CHP,PA,2,,100.0,93.0,93.0,Conventional Steam Coal,BIT,ST,3,2014,1,1953,Washington,40.251829,-79.918020,PJM
14165,NRG Power Midwest LP,3098,Elrama Power Plant,IPP Non-CHP,PA,3,,125.0,103.0,103.0,Conventional Steam Coal,BIT,ST,3,2014,9,1954,Washington,40.251829,-79.918020,PJM
14165,NRG Power Midwest LP,3098,Elrama Power Plant,IPP Non-CHP,PA,4,,185.0,171.0,171.0,Conventional Steam Coal,BIT,ST,3,2014,10,1960,Washington,40.251829,-79.918020,PJM
19545,"Black Hills Power, Inc. d/b/a",3325,Ben French,Electric Utility,SD,ST1,,25.0,21.6,21.6,Conventional Steam Coal,SUB,ST,3,2014,4,1960,Pennington,44.087235,-103.261000,WACM
19545,"Black Hills Power, Inc. d/b/a",4150,Neil Simpson,Electric Utility,WY,5,,21.7,14.6,18.6,Conventional Steam Coal,SUB,ST,3,2014,5,1959,Campbell,44.287200,-105.387800,WACM
19545,"Black Hills Power, Inc. d/b/a",4151,Osage (WY),Electric Utility,WY,1,,11.5,10.1,10.1,Conventional Steam Coal,SUB,ST,3,2014,1,1948,Weston,43.970300,-104.410600,WACM
19545,"Black Hills Power, Inc. d/b/a",4151,Osage (WY),Electric Utility,WY,2,,11.5,10.1,10.1,Conventional Steam Coal,SUB,ST,3,2014,1,1950,Weston,43.970300,-104.410600,WACM
19545,"Black Hills Power, Inc. d/b/a",4151,Osage (WY),Electric Utility,WY,3,,11.5,10.1,10.1,Conventional Steam Coal,SUB,ST,3,2014,1,1952,Weston,43.970300,-104.410600,WACM
19724,Vanderbilt University,52048,Vanderbilt University Power Plant,Commercial CHP,TN,GEN2,,4.5,4.5,4.5,Conventional Steam Coal,BIT,ST,3,2014,6,1989,Davidson,36.145896,-86.803830,TVA
3542,Duke Energy Ohio Inc,2830,Walter C Beckjord,Electric Utility,OH,4,,163.2,150.0,150.0,Conventional Steam Coal,BIT,ST,2,2014,7,1958,Clermont,38.991700,-84.298100,PJM
9332,Indian River Operations Inc,594,Indian River Generating Station,IPP Non-CHP,DE,3,,176.8,165.0,165.0,Conventional Steam Coal,BIT,ST,1,2014,3,1970,Sussex,38.585700,-75.234100,PJM
4129,Colmac Clarion Inc,54144,Piney Creek Project,IPP Non-CHP,PA,GEN1,,36.2,32.5,32.5,Conventional Steam Coal,WC,ST,1,2014,11,1992,CLARION,41.176400,-79.441400,PJM
56146,Black Hills/Colorado Elec.Util,462,W N Clark,Electric Utility,CO,1,,18.7,16.0,16.0,Conventional Steam Coal,BIT,ST,12,2013,9,1955,Fremont,38.434400,-105.250000,PSCO
56146,Black Hills/Colorado Elec.Util,462,W N Clark,Electric Utility,CO,2,,25.0,24.9,24.9,Conventional Steam Coal,BIT,ST,12,2013,1,1959,Fremont,38.434400,-105.250000,PSCO
15466,Public Service Co of Colorado,465,Arapahoe,Electric Utility,CO,3,,40.0,35.0,40.0,Conventional Steam Coal,SUB,ST,12,2013,6,1951,Denver,39.670000,-105.002800,PSCO
15466,Public Service Co of Colorado,465,Arapahoe,Electric Utility,CO,4,,112.5,109.0,109.0,Conventional Steam Coal,SUB,ST,12,2013,6,1955,Denver,39.670000,-105.002800,PSCO
5860,Empire District Electric Co,2076,Asbury,Electric Utility,MO,2,,18.7,14.5,14.5,Conventional Steam Coal,SUB,ST,12,2013,4,1986,Jasper,37.361315,-94.589260,SWPP
803,Arizona Public Service Co,2442,Four Corners,Electric Utility,NM,1,,190.0,170.0,170.0,Conventional Steam Coal,BIT,ST,12,2013,5,1963,San Juan,36.690000,-108.481400,AZPS
803,Arizona Public Service Co,2442,Four Corners,Electric Utility,NM,2,,190.0,170.0,170.0,Conventional Steam Coal,BIT,ST,12,2013,6,1963,San Juan,36.690000,-108.481400,AZPS
803,Arizona Public Service Co,2442,Four Corners,Electric Utility,NM,3,,253.4,220.0,220.0,Conventional Steam Coal,BIT,ST,12,2013,8,1964,San Juan,36.690000,-108.481400,AZPS
20508,WestRock Corp,50900,Covington Facility,Industrial CHP,VA,GEN2,,10.5,10.5,10.5,Conventional Steam Coal,BIT,ST,12,2013,1,1946,Covington City,37.799722,-79.994700,PJM
3258,Central Iowa Power Cooperative,1218,Fair Station,Electric Utility,IA,1,,25.0,23.0,24.0,Conventional Steam Coal,BIT,ST,11,2013,1,1960,Muscatine,41.456900,-90.823300,MISO
3258,Central Iowa Power Cooperative,1218,Fair Station,Electric Utility,IA,2,,37.5,41.0,42.0,Conventional Steam Coal,BIT,ST,11,2013,4,1967,Muscatine,41.456900,-90.823300,MISO
5109,DTE Electric Company,1731,Harbor Beach,Electric Utility,MI,1,,121.0,95.0,103.0,Conventional Steam Coal,BIT,ST,11,2013,4,1968,Huron,43.851900,-82.643600,MISO
3046,Duke Energy Progress - (NC),2713,L V Sutton Steam,Electric Utility,NC,1,,112.5,97.0,98.0,Conventional Steam Coal,BIT,ST,11,2013,8,1954,New Hanover,34.283056,-77.985280,CPLE
3046,Duke Energy Progress - (NC),2713,L V Sutton Steam,Electric Utility,NC,2,,112.5,90.0,95.0,Conventional Steam Coal,BIT,ST,11,2013,5,1955,New Hanover,34.283056,-77.985280,CPLE
3046,Duke Energy Progress - (NC),2713,L V Sutton Steam,Electric Utility,NC,3,,446.6,366.0,389.0,Conventional Steam Coal,BIT,ST,11,2013,6,1972,New Hanover,34.283056,-77.985280,CPLE
17043,City of Shelby - (OH),2943,Shelby Municipal Light Plant,Electric Utility,OH,1,,12.5,12.0,12.0,Conventional Steam Coal,BIT,ST,11,2013,6,1968,Richland,40.880000,-82.656700,PJM
17043,City of Shelby - (OH),2943,Shelby Municipal Light Plant,Electric Utility,OH,2,,12.5,12.0,12.0,Conventional Steam Coal,BIT,ST,11,2013,5,1973,Richland,40.880000,-82.656700,PJM
17043,City of Shelby - (OH),2943,Shelby Municipal Light Plant,Electric Utility,OH,4,,7.0,7.0,7.0,Conventional Steam Coal,BIT,ST,11,2013,6,1954,Richland,40.880000,-82.656700,PJM
17539,South Carolina Electric&Gas Company,3280,Canadys Steam,Electric Utility,SC,2,,136.0,115.0,115.0,Conventional Steam Coal,BIT,ST,11,2013,5,1964,Colleton,33.064700,-80.622800,SCEG
17539,South Carolina Electric&Gas Company,3280,Canadys Steam,Electric Utility,SC,3,,217.6,180.0,180.0,Conventional Steam Coal,BIT,ST,11,2013,6,1967,Colleton,33.064700,-80.622800,SCEG
3542,Duke Energy Ohio Inc,2830,Walter C Beckjord,Electric Utility,OH,2,,112.5,94.0,94.0,Conventional Steam Coal,BIT,ST,10,2013,10,1953,Clermont,38.991700,-84.298100,PJM
3542,Duke Energy Ohio Inc,2830,Walter C Beckjord,Electric Utility,OH,3,,125.0,128.0,128.0,Conventional Steam Coal,BIT,ST,10,2013,11,1954,Clermont,38.991700,-84.298100,PJM
23279,Allegheny Energy Supply Co LLC,3179,Hatfields Ferry Power Station,IPP Non-CHP,PA,1,,576.0,530.0,570.0,Conventional Steam Coal,BIT,ST,10,2013,11,1969,Greene,39.855556,-79.927500,PJM
23279,Allegheny Energy Supply Co LLC,3179,Hatfields Ferry Power Station,IPP Non-CHP,PA,2,,576.0,530.0,570.0,Conventional Steam Coal,BIT,ST,10,2013,10,1970,Greene,39.855556,-79.927500,PJM
23279,Allegheny Energy Supply Co LLC,3179,Hatfields Ferry Power Station,IPP Non-CHP,PA,3,,576.0,530.0,570.0,Conventional Steam Coal,BIT,ST,10,2013,12,1971,Greene,39.855556,-79.927500,PJM
23279,Allegheny Energy Supply Co LLC,3181,FirstEnergy Mitchell Power Station,IPP Non-CHP,PA,3,,299.2,278.0,288.0,Conventional Steam Coal,BIT,ST,10,2013,8,1963,Washington,40.221111,-79.968330,PJM
20508,WestRock Corp,50900,Covington Facility,Industrial CHP,VA,GEN1,,10.5,10.5,10.5,Conventional Steam Coal,BIT,ST,10,2013,1,1939,Covington City,37.799722,-79.994700,PJM
57437,MillerCoors LLC Trenton Brewery,58059,MillerCoors Trenton Brewery,Industrial CHP,OH,GE,,13.8,8.0,10.0,Conventional Steam Coal,BIT,ST,10,2013,1,1992,Butler,39.454722,-84.476670,PJM
57437,MillerCoors LLC Trenton Brewery,58059,MillerCoors Trenton Brewery,Industrial CHP,OH,MURR,,8.0,3.0,6.0,Conventional Steam Coal,BIT,ST,10,2013,1,1992,Butler,39.454722,-84.476670,PJM
7140,Georgia Power Co,709,Harllee Branch,Electric Utility,GA,2,,359.0,325.0,325.0,Conventional Steam Coal,BIT,ST,9,2013,6,1967,Putnam,33.195000,-83.298300,SOCO
17235,NRG REMA LLC,3115,Titus,IPP Non-CHP,PA,1,,75.0,72.0,72.0,Conventional Steam Coal,BIT,ST,9,2013,3,1951,Berks,40.305600,-75.908100,PJM
17235,NRG REMA LLC,3115,Titus,IPP Non-CHP,PA,2,,75.0,72.0,72.0,Conventional Steam Coal,BIT,ST,9,2013,6,1951,Berks,40.305600,-75.908100,PJM
17235,NRG REMA LLC,3115,Titus,IPP Non-CHP,PA,3,,75.0,72.0,72.0,Conventional Steam Coal,BIT,ST,9,2013,4,1953,Berks,40.305600,-75.908100,PJM
9788,John Deere Harvester Works Co,10039,John Deere Harvester Works,Industrial CHP,IL,GEN4,,2.5,2.5,2.5,Conventional Steam Coal,BIT,ST,9,2013,4,1949,Rock Island,41.524315,-90.436590,MISO
14465,Park 500 Philip Morris USA,50275,Park 500 Philip Morris USA,Industrial CHP,VA,TG2,,6.1,0.0,0.0,Conventional Steam Coal,BIT,ST,9,2013,4,1984,Chesterfield,37.338900,-77.280600,PJM
19194,Syracuse Energy Corp,50651,Syracuse Energy,IPP CHP,NY,GEN1,,90.6,62.8,61.9,Conventional Steam Coal,BIT,ST,9,2013,8,1991,Onondaga,43.065300,-76.208600,NYIS
19194,Syracuse Energy Corp,50651,Syracuse Energy,IPP CHP,NY,GEN2,,10.5,11.0,11.0,Conventional Steam Coal,BIT,ST,9,2013,7,2002,Onondaga,43.065300,-76.208600,NYIS
12341,MidAmerican Energy Co,1081,Riverside,Electric Utility,IA,3HS,,5.0,4.0,4.0,Conventional Steam Coal,SUB,ST,8,2013,5,1949,Scott,41.540000,-90.448100,MISO
772,Archer Daniels Midland Co,10866,Archer Daniels Midland Peoria,Industrial CHP,IL,GEN1,,1.5,1.5,1.5,Conventional Steam Coal,BIT,ST,8,2013,1,1934,Peoria,40.677188,-89.604910,MISO
18642,Tennessee Valley Authority,50,Widows Creek,Electric Utility,AL,3,,140.6,111.0,113.0,Conventional Steam Coal,BIT,ST,7,2013,11,1952,Jackson,34.883022,-85.755250,TVA
18642,Tennessee Valley Authority,50,Widows Creek,Electric Utility,AL,5,,140.6,111.0,113.0,Conventional Steam Coal,BIT,ST,7,2013,6,1954,Jackson,34.883022,-85.755250,TVA
9332,Indian River Operations Inc,594,Indian River Generating Station,IPP Non-CHP,DE,1,,81.6,89.0,89.0,Conventional Steam Coal,BIT,ST,7,2013,10,1957,Sussex,38.585700,-75.234100,PJM
9332,Indian River Operations Inc,594,Indian River Generating Station,IPP Non-CHP,DE,2,,81.6,89.0,89.0,Conventional Steam Coal,BIT,ST,7,2013,11,1959,Sussex,38.585700,-75.234100,PJM
9417,Interstate Power and Light Co,1047,Lansing,Electric Utility,IA,3,,37.5,29.4,29.5,Conventional Steam Coal,SUB,ST,6,2013,1,1957,Allamakee,43.335900,-91.167500,MISO
4922,Dayton Power & Light Co,2848,O H Hutchings,Electric Utility,OH,4,,69.0,63.0,64.0,Conventional Steam Coal,BIT,ST,6,2013,2,1951,Montgomery,39.608800,-84.292100,PJM
17235,NRG REMA LLC,3113,Portland (PA),IPP Non-CHP,PA,2,,255.0,226.0,226.0,Conventional Steam Coal,BIT,ST,6,2013,9,1962,Northampton,40.910205,-75.079400,PJM
5416,"Duke Energy Carolinas, LLC",2720,Buck,Electric Utility,NC,5,,125.0,128.0,131.0,Conventional Steam Coal,BIT,ST,5,2013,9,1953,Rowan,35.713300,-80.376700,DUK
5416,"Duke Energy Carolinas, LLC",2720,Buck,Electric Utility,NC,6,,125.0,128.0,131.0,Conventional Steam Coal,BIT,ST,5,2013,12,1953,Rowan,35.713300,-80.376700,DUK
5416,"Duke Energy Carolinas, LLC",2732,Riverbend,Electric Utility,NC,4,,100.0,94.0,96.0,Conventional Steam Coal,BIT,ST,5,2013,10,1952,Gaston,35.360000,-80.974200,DUK
5416,"Duke Energy Carolinas, LLC",2732,Riverbend,Electric Utility,NC,5,,100.0,94.0,96.0,Conventional Steam Coal,BIT,ST,5,2013,11,1952,Gaston,35.360000,-80.974200,DUK
5416,"Duke Energy Carolinas, LLC",2732,Riverbend,Electric Utility,NC,6,,133.0,133.0,136.0,Conventional Steam Coal,BIT,ST,5,2013,8,1954,Gaston,35.360000,-80.974200,DUK
5416,"Duke Energy Carolinas, LLC",2732,Riverbend,Electric Utility,NC,7,,133.0,133.0,136.0,Conventional Steam Coal,BIT,ST,5,2013,11,1954,Gaston,35.360000,-80.974200,DUK
2999,Caraustar Industries Inc,54235,Rittman Paperboard,Industrial CHP,OH,GEN1,,3.0,3.0,3.0,Conventional Steam Coal,BIT,ST,4,2013,1,1928,WAYNE,40.969200,-81.773600,PJM
2999,Caraustar Industries Inc,54235,Rittman Paperboard,Industrial CHP,OH,GEN2,,5.0,5.0,5.0,Conventional Steam Coal,BIT,ST,4,2013,1,1940,WAYNE,40.969200,-81.773600,PJM
2999,Caraustar Industries Inc,54235,Rittman Paperboard,Industrial CHP,OH,GEN3,,6.0,6.0,6.0,Conventional Steam Coal,BIT,ST,4,2013,6,1946,WAYNE,40.969200,-81.773600,PJM
24263,Cellu Tissue Holdings Inc,52017,Menominee Acquisition,Industrial CHP,MI,ST2,,2.5,2.5,2.5,Conventional Steam Coal,BIT,ST,3,2013,6,1950,Menominee,45.097500,-87.595800,MISO
57303,State of Illinois,57918,Jacksonville Developmental Center,Commercial CHP,IL,1,,0.7,0.7,0.7,Conventional Steam Coal,BIT,ST,3,2013,6,1945,Morgan,39.716667,-90.237220,MISO
57303,State of Illinois,57918,Jacksonville Developmental Center,Commercial CHP,IL,2,,0.7,0.7,0.7,Conventional Steam Coal,BIT,ST,3,2013,6,1945,Morgan,39.716667,-90.237220,MISO
57303,State of Illinois,57918,Jacksonville Developmental Center,Commercial CHP,IL,3,,2.0,2.0,2.0,Conventional Steam Coal,BIT,ST,3,2013,6,1945,Morgan,39.716667,-90.237220,MISO
10171,Kentucky Utilities Co,1361,Tyrone,Electric Utility,KY,3,,75.0,71.0,73.0,Conventional Steam Coal,BIT,ST,2,2013,7,1953,Woodford,38.047800,-84.848300,LGEE
58620,AEP Generation Resources Inc,2840,Conesville,IPP Non-CHP,OH,3,,161.5,165.0,165.0,Conventional Steam Coal,BIT,ST,12,2012,10,1962,Coshocton,40.184200,-81.881100,PJM
17539,South Carolina Electric&Gas Company,3280,Canadys Steam,Electric Utility,SC,1,,136.0,105.0,90.0,Conventional Steam Coal,BIT,ST,12,2012,4,1962,Colleton,33.064700,-80.622800,SCEG
17543,South Carolina Public Service Authority,3317,Dolphus M Grainger,Electric Utility,SC,1,,81.6,83.0,85.0,Conventional Steam Coal,BIT,ST,12,2012,6,1966,Horry,33.826655,-79.053370,SC
17543,South Carolina Public Service Authority,3317,Dolphus M Grainger,Electric Utility,SC,2,,81.6,83.0,85.0,Conventional Steam Coal,BIT,ST,12,2012,6,1966,Horry,33.826655,-79.053370,SC
17543,South Carolina Public Service Authority,3319,Jefferies,Electric Utility,SC,3,,172.8,152.0,152.0,Conventional Steam Coal,BIT,ST,12,2012,1,1970,Berkeley,33.244404,-79.990910,SC
17543,South Carolina Public Service Authority,3319,Jefferies,Electric Utility,SC,4,,172.8,150.0,155.0,Conventional Steam Coal,BIT,ST,12,2012,1,1970,Berkeley,33.244404,-79.990910,SC
18642,Tennessee Valley Authority,3405,John Sevier,Electric Utility,TN,1,,200.0,176.0,178.0,Conventional Steam Coal,BIT,ST,12,2012,7,1955,Hawkins,36.376700,-82.963900,TVA
18642,Tennessee Valley Authority,3405,John Sevier,Electric Utility,TN,2,,200.0,176.0,178.0,Conventional Steam Coal,BIT,ST,12,2012,9,1955,Hawkins,36.376700,-82.963900,TVA
19876,Virginia Electric & Power Co,7537,North Branch (WV),Electric Utility,WV,1,,80.0,74.0,77.0,Conventional Steam Coal,WC,ST,12,2012,5,1992,Grant,39.263300,-79.330800,PJM
42,AES Thames LLC,10675,AES Thames,IPP CHP,CT,GEN1,,213.9,181.0,181.0,Conventional Steam Coal,BIT,ST,12,2012,11,1989,New London,41.260700,-72.055000,
772,Archer Daniels Midland Co,10866,Archer Daniels Midland Peoria,Industrial CHP,IL,GEN5,,4.0,4.0,4.0,Conventional Steam Coal,BIT,ST,12,2012,1,1985,Peoria,40.677188,-89.604910,MISO
3046,Duke Energy Progress - (NC),2708,Cape Fear,Electric Utility,NC,5,,140.6,144.0,148.0,Conventional Steam Coal,BIT,ST,10,2012,12,1956,Chatham,35.595000,-79.049500,CPLE
3046,Duke Energy Progress - (NC),2708,Cape Fear,Electric Utility,NC,6,,187.9,172.0,175.0,Conventional Steam Coal,BIT,ST,10,2012,7,1958,Chatham,35.595000,-79.049500,CPLE
3046,Duke Energy Progress - (NC),2709,HF Lee Plant,Electric Utility,NC,1,,75.0,74.0,80.0,Conventional Steam Coal,BIT,ST,10,2012,6,1952,Wayne,35.379866,-78.087800,CPLE
3046,Duke Energy Progress - (NC),2709,HF Lee Plant,Electric Utility,NC,2,,75.0,68.0,80.0,Conventional Steam Coal,BIT,ST,10,2012,5,1951,Wayne,35.379866,-78.087800,CPLE
3046,Duke Energy Progress - (NC),2709,HF Lee Plant,Electric Utility,NC,3,,252.4,240.0,252.0,Conventional Steam Coal,BIT,ST,10,2012,8,1962,Wayne,35.379866,-78.087800,CPLE
14165,NRG Power Midwest LP,2861,Niles Power Plant,IPP Non-CHP,OH,1,,132.8,108.0,108.0,Conventional Steam Coal,BIT,ST,10,2012,1,1954,Trumbull,41.166928,-80.747690,PJM
3046,Duke Energy Progress - (NC),3251,H B Robinson,Electric Utility,SC,1,,206.6,177.0,179.0,Conventional Steam Coal,BIT,ST,10,2012,5,1960,Darlington,34.401700,-80.158900,CPLE
12588,NRG Potomac River LLC,3788,Potomac River,IPP Non-CHP,VA,1,,92.0,88.0,88.0,Conventional Steam Coal,BIT,ST,10,2012,9,1949,Alexandria,38.820300,-77.041100,
12588,NRG Potomac River LLC,3788,Potomac River,IPP Non-CHP,VA,2,,92.0,88.0,88.0,Conventional Steam Coal,BIT,ST,10,2012,6,1950,Alexandria,38.820300,-77.041100,
12588,NRG Potomac River LLC,3788,Potomac River,IPP Non-CHP,VA,3,,110.0,102.0,102.0,Conventional Steam Coal,BIT,ST,10,2012,6,1954,Alexandria,38.820300,-77.041100,
12588,NRG Potomac River LLC,3788,Potomac River,IPP Non-CHP,VA,4,,110.0,102.0,102.0,Conventional Steam Coal,BIT,ST,10,2012,2,1956,Alexandria,38.820300,-77.041100,
12588,NRG Potomac River LLC,3788,Potomac River,IPP Non-CHP,VA,5,,110.0,102.0,102.0,Conventional Steam Coal,BIT,ST,10,2012,5,1957,Alexandria,38.820300,-77.041100,
23279,Allegheny Energy Supply Co LLC,1570,FirstEnergy R Paul Smith Power Station,IPP Non-CHP,MD,11,,75.0,87.0,88.0,Conventional Steam Coal,BIT,ST,9,2012,11,1958,Washington,39.595000,-77.826940,PJM
23279,Allegheny Energy Supply Co LLC,1570,FirstEnergy R Paul Smith Power Station,IPP Non-CHP,MD,9,,34.5,28.0,28.0,Conventional Steam Coal,BIT,ST,9,2012,10,1947,Washington,39.595000,-77.826940,PJM
6526,FirstEnergy Generation Corp,2837,FirstEnergy Eastlake,IPP Non-CHP,OH,4,,208.0,240.0,240.0,Conventional Steam Coal,SUB,ST,9,2012,3,1956,Lake,41.671100,-81.442500,PJM
6526,FirstEnergy Generation Corp,2837,FirstEnergy Eastlake,IPP Non-CHP,OH,5,,680.0,597.0,597.0,Conventional Steam Coal,BIT,ST,9,2012,9,1972,Lake,41.671100,-81.442500,PJM
6526,FirstEnergy Generation Corp,2864,FirstEnergy R E Burger,IPP Non-CHP,OH,3,,103.4,94.0,94.0,Conventional Steam Coal,BIT,ST,9,2012,3,1950,Belmont,39.910000,-80.760830,PJM
6526,FirstEnergy Generation Corp,2878,FirstEnergy Bay Shore,IPP Non-CHP,OH,2,,140.6,138.0,138.0,Conventional Steam Coal,SUB,ST,9,2012,2,1959,Lucas,41.691700,-83.437800,PJM
6526,FirstEnergy Generation Corp,2878,FirstEnergy Bay Shore,IPP Non-CHP,OH,3,,140.6,142.0,142.0,Conventional Steam Coal,SUB,ST,9,2012,5,1963,Lucas,41.691700,-83.437800,PJM
6526,FirstEnergy Generation Corp,2878,FirstEnergy Bay Shore,IPP Non-CHP,OH,4,,217.6,215.0,215.0,Conventional Steam Coal,SUB,ST,9,2012,6,1968,Lucas,41.691700,-83.437800,PJM
23279,Allegheny Energy Supply Co LLC,3178,FirstEnergy Armstrong Power Station,IPP Non-CHP,PA,1,,163.2,172.0,180.0,Conventional Steam Coal,BIT,ST,9,2012,4,1958,Armstrong,40.929167,-79.465560,PJM
23279,Allegheny Energy Supply Co LLC,3178,FirstEnergy Armstrong Power Station,IPP Non-CHP,PA,2,,163.2,172.0,176.0,Conventional Steam Coal,BIT,ST,9,2012,6,1959,Armstrong,40.929167,-79.465560,PJM
12796,Monongahela Power Co,3942,FirstEnergy Albright,Electric Utility,WV,1,,69.0,73.0,76.0,Conventional Steam Coal,BIT,ST,9,2012,12,1952,Preston,39.488611,-79.636940,PJM
12796,Monongahela Power Co,3942,FirstEnergy Albright,Electric Utility,WV,2,,69.0,73.0,76.0,Conventional Steam Coal,BIT,ST,9,2012,10,1952,Preston,39.488611,-79.636940,PJM
12796,Monongahela Power Co,3942,FirstEnergy Albright,Electric Utility,WV,3,,140.2,137.0,140.0,Conventional Steam Coal,BIT,ST,9,2012,10,1954,Preston,39.488611,-79.636940,PJM
12796,Monongahela Power Co,3945,FirstEnergy Rivesville,Electric Utility,WV,5,,35.0,37.0,39.0,Conventional Steam Coal,BIT,ST,9,2012,6,1943,Marion,39.531389,-80.113060,PJM
12796,Monongahela Power Co,3945,FirstEnergy Rivesville,Electric Utility,WV,6,,74.7,88.0,91.0,Conventional Steam Coal,BIT,ST,9,2012,9,1951,Marion,39.531389,-80.113060,PJM
12796,Monongahela Power Co,3946,FirstEnergy Willow Island,Electric Utility,WV,1,,50.0,54.0,55.0,Conventional Steam Coal,BIT,ST,9,2012,2,1949,Pleasants,39.367222,-81.300000,PJM
12796,Monongahela Power Co,3946,FirstEnergy Willow Island,Electric Utility,WV,2,,163.2,181.0,186.0,Conventional Steam Coal,BIT,ST,9,2012,10,1960,Pleasants,39.367222,-81.300000,PJM
54881,Horsehead Corporation,50130,G F Weaton Power Station,Industrial Non-CHP,PA,GEN1,,60.0,56.0,60.0,Conventional Steam Coal,SUB,ST,9,2012,8,1958,Beaver,40.667318,-80.346200,PJM
54881,Horsehead Corporation,50130,G F Weaton Power Station,Industrial Non-CHP,PA,GEN2,,60.0,56.0,60.0,Conventional Steam Coal,SUB,ST,9,2012,5,1958,Beaver,40.667318,-80.346200,PJM
55973,Catalyst Paper Corp,50805,Catalyst Paper Snowflake Mill,Industrial CHP,AZ,GEN1,,27.2,26.0,27.0,Conventional Steam Coal,SUB,ST,9,2012,6,1961,NAVAJO,34.504950,-110.335500,
55973,Catalyst Paper Corp,50805,Catalyst Paper Snowflake Mill,Industrial CHP,AZ,GEN2,,43.3,42.0,46.0,Conventional Steam Coal,SUB,ST,9,2012,12,1974,NAVAJO,34.504950,-110.335500,
12384,Midwest Generations EME LLC,867,Crawford,IPP Non-CHP,IL,7,,239.3,213.0,216.0,Conventional Steam Coal,SUB,ST,8,2012,5,1958,Cook,41.828480,-87.722910,PJM
12384,Midwest Generations EME LLC,867,Crawford,IPP Non-CHP,IL,8,,358.1,319.0,326.0,Conventional Steam Coal,SUB,ST,8,2012,4,1961,Cook,41.828480,-87.722910,PJM
12384,Midwest Generations EME LLC,886,Fisk Street,IPP Non-CHP,IL,19,,374.0,326.0,326.0,Conventional Steam Coal,SUB,ST,8,2012,7,1968,Cook,41.850800,-87.653300,PJM
56208,Smart Papers Holdings LLC,50247,Smart Papers LLC,Industrial CHP,OH,1,,1.0,1.0,1.0,Conventional Steam Coal,BIT,ST,8,2012,6,2009,Butler,39.409400,-84.561900,
56208,Smart Papers Holdings LLC,50247,Smart Papers LLC,Industrial CHP,OH,2,,1.5,1.5,1.5,Conventional Steam Coal,BIT,ST,8,2012,6,2009,Butler,39.409400,-84.561900,
56208,Smart Papers Holdings LLC,50247,Smart Papers LLC,Industrial CHP,OH,7,,9.4,9.4,9.4,Conventional Steam Coal,BIT,ST,8,2012,6,2009,Butler,39.409400,-84.561900,
56208,Smart Papers Holdings LLC,50247,Smart Papers LLC,Industrial CHP,OH,8,,9.4,9.4,9.4,Conventional Steam Coal,BIT,ST,8,2012,6,2009,Butler,39.409400,-84.561900,
56208,Smart Papers Holdings LLC,50247,Smart Papers LLC,Industrial CHP,OH,GEN3,,6.0,6.0,6.0,Conventional Steam Coal,BIT,ST,8,2012,1,1924,Butler,39.409400,-84.561900,
56208,Smart Papers Holdings LLC,50247,Smart Papers LLC,Industrial CHP,OH,GEN5,,7.5,7.5,7.5,Conventional Steam Coal,BIT,ST,8,2012,1,1930,Butler,39.409400,-84.561900,
56208,Smart Papers Holdings LLC,50247,Smart Papers LLC,Industrial CHP,OH,GEN6,,10.5,10.5,10.5,Conventional Steam Coal,BIT,ST,8,2012,1,1930,Butler,39.409400,-84.561900,
17609,Southern California Edison Co,2341,Mohave,Electric Utility,NV,1,,818.1,790.0,790.0,Conventional Steam Coal,SUB,ST,7,2012,4,1971,Clark,35.145800,-114.591700,CISO
17609,Southern California Edison Co,2341,Mohave,Electric Utility,NV,2,,818.1,790.0,790.0,Conventional Steam Coal,SUB,ST,7,2012,10,1971,Clark,35.145800,-114.591700,CISO
14645,City of Pella - (IA),1175,Pella,Electric Utility,IA,5,,11.5, , ,Conventional Steam Coal,SUB,ST,6,2012,5,1964,Marion,41.398100,-92.914400,MISO
14645,City of Pella - (IA),1175,Pella,Electric Utility,IA,6,,26.5, , ,Conventional Steam Coal,SUB,ST,6,2012,7,1972,Marion,41.398100,-92.914400,MISO
14165,NRG Power Midwest LP,2861,Niles Power Plant,IPP Non-CHP,OH,2,,132.8,108.0,108.0,Conventional Steam Coal,BIT,ST,6,2012,1,1954,Trumbull,41.166928,-80.747690,PJM
